CEUR-iri
http://ceur-ws.org/Vol-1034/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-1259/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-1264/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-1272/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-1378/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-1426/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-526/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-665/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-401/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-449/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-538/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-576/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-782/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-905/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-937/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
http://ceur-ws.org/Vol-813/#OlafiHartig,http://ceur-ws.org/author/Olaf-Hartig
